order_id,zone,merchant_name,assigned,assigned_driver_id,assigned_driver_name,offer_amount,effective_pay_per_mile,total_economic_miles,total_minutes,status,reason,zone_pressure_multiplier
ORD-000535,beechwold,Starbucks,True,DRV-0139,Driver 139,35.65,5.09,7.01,28.77,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000536,worthington,McDonald's,True,DRV-0108,Driver 108,35.13,5.34,6.58,27.42,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000537,clintonville,Taco Bell,True,DRV-0064,Driver 64,29.84,6.57,4.54,28.32,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000538,ua_edge,Ritzy's,True,DRV-0034,Driver 34,41.64,5.27,7.9,38.63,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000539,short_north,Pizza Hut,True,DRV-0131,Driver 131,31.33,7.22,4.34,38.25,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000540,clintonville,Taco Bell,True,DRV-0064,Driver 64,43.01,4.72,9.12,38.67,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000541,short_north,Iron Grill BBQ & Breakfast,True,DRV-0131,Driver 131,34.82,5.28,6.59,25.68,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000542,clintonville,Pizza Hut,True,DRV-0064,Driver 64,29.94,5.6,5.35,36.86,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000543,clintonville,Iron Grill BBQ & Breakfast,True,DRV-0064,Driver 64,27.41,6.37,4.3,38.65,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000544,worthington,Kroger,True,DRV-0108,Driver 108,41.63,5.39,7.73,22.79,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000545,short_north,Awadh India Restaurant,True,DRV-0131,Driver 131,40.83,5.17,7.9,23.77,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000546,beechwold,McDonald's,True,DRV-0139,Driver 139,23.5,7.76,3.03,34.94,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000547,short_north,Awadh India Restaurant,True,DRV-0131,Driver 131,32.55,5.23,6.22,25.48,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000548,dublin_edge,Chipotle,True,DRV-0108,Driver 108,20.75,5.7,3.64,18.8,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000549,osu,Awadh India Restaurant,True,DRV-0007,Driver 7,31.22,4.28,7.3,22.56,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000550,worthington,Chipotle,True,DRV-0108,Driver 108,34.8,7.34,4.74,35.09,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000551,northland,Taco Bell,True,DRV-0017,Driver 17,33.02,5.37,6.15,37.41,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000552,short_north,Pizza Hut,True,DRV-0131,Driver 131,33.32,6.29,5.3,26.7,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000553,beechwold,Awadh India Restaurant,True,DRV-0139,Driver 139,42.96,4.98,8.63,32.36,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000554,dublin_edge,Awadh India Restaurant,True,DRV-0108,Driver 108,44.74,5.24,8.54,25.38,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000555,ua_edge,Taco Bell,True,DRV-0034,Driver 34,29.58,7.25,4.08,29.14,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000556,worthington,Chipotle,True,DRV-0108,Driver 108,31.83,6.82,4.67,16.72,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000557,worthington,Ritzy's,True,DRV-0108,Driver 108,50.78,5.17,9.82,25.42,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000558,beechwold,Wendy's,True,DRV-0139,Driver 139,23.13,5.53,4.18,25.07,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000559,clintonville,Starbucks,True,DRV-0064,Driver 64,33.42,4.95,6.75,41.43,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000560,worthington,Starbucks,True,DRV-0108,Driver 108,36.01,7.33,4.91,34.55,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000561,clintonville,Ritzy's,True,DRV-0064,Driver 64,29.97,5.89,5.09,35.43,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000562,short_north,Wendy's,True,DRV-0131,Driver 131,36.54,6.04,6.05,44.43,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000563,clintonville,Wendy's,True,DRV-0064,Driver 64,31.51,3.86,8.16,20.14,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000564,osu,Iron Grill BBQ & Breakfast,True,DRV-0007,Driver 7,42.38,5.0,8.48,32.14,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000565,clintonville,Iron Grill BBQ & Breakfast,True,DRV-0064,Driver 64,30.17,4.06,7.43,21.94,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000566,short_north,Taco Bell,True,DRV-0131,Driver 131,36.67,4.38,8.38,23.56,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000567,clintonville,McDonald's,True,DRV-0064,Driver 64,29.11,3.98,7.31,31.43,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000568,worthington,Pizza Hut,True,DRV-0108,Driver 108,24.97,7.15,3.49,35.75,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000569,worthington,Pizza Hut,True,DRV-0108,Driver 108,28.54,4.97,5.74,15.66,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000570,short_north,Kroger,True,DRV-0131,Driver 131,36.35,3.74,9.73,28.87,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000571,clintonville,Taco Bell,True,DRV-0064,Driver 64,28.42,4.61,6.16,38.34,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000572,worthington,McDonald's,True,DRV-0108,Driver 108,49.52,5.44,9.11,30.21,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000573,short_north,Wendy's,True,DRV-0131,Driver 131,34.79,5.13,6.78,25.4,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000574,osu,Taco Bell,True,DRV-0007,Driver 7,33.12,6.18,5.36,29.85,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000575,beechwold,Taco Bell,True,DRV-0139,Driver 139,37.69,5.91,6.38,28.66,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000576,northland,Awadh India Restaurant,True,DRV-0017,Driver 17,26.98,3.85,7.0,23.02,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000577,osu,Pizza Hut,True,DRV-0007,Driver 7,23.51,5.56,4.23,23.16,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000578,osu,Pizza Hut,True,DRV-0007,Driver 7,33.12,5.95,5.57,22.72,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000579,short_north,McDonald's,True,DRV-0131,Driver 131,27.62,5.44,5.08,25.77,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000580,osu,Taco Bell,True,DRV-0007,Driver 7,31.56,6.95,4.54,18.61,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000581,osu,Kroger,True,DRV-0007,Driver 7,34.7,6.72,5.16,39.14,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000582,worthington,Ritzy's,True,DRV-0108,Driver 108,35.55,5.79,6.14,34.03,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000583,short_north,Wendy's,True,DRV-0131,Driver 131,36.99,4.69,7.88,31.12,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000584,worthington,Kroger,True,DRV-0108,Driver 108,44.54,5.81,7.66,35.48,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000585,northland,Pizza Hut,True,DRV-0017,Driver 17,40.48,4.73,8.56,26.65,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000586,beechwold,Ritzy's,True,DRV-0139,Driver 139,37.45,4.76,7.87,40.57,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000587,ua_edge,Iron Grill BBQ & Breakfast,True,DRV-0034,Driver 34,33.78,4.43,7.63,35.39,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000588,osu,McDonald's,True,DRV-0007,Driver 7,41.13,5.95,6.91,33.39,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000589,beechwold,Wendy's,True,DRV-0139,Driver 139,36.31,4.41,8.24,25.39,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000590,northland,Chipotle,True,DRV-0017,Driver 17,35.37,5.03,7.03,28.47,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000591,worthington,Kroger,True,DRV-0108,Driver 108,35.69,6.61,5.4,35.9,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000592,beechwold,Taco Bell,True,DRV-0139,Driver 139,37.59,4.49,8.38,40.03,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000593,clintonville,Starbucks,True,DRV-0064,Driver 64,17.83,6.02,2.96,32.15,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000594,northland,Starbucks,True,DRV-0017,Driver 17,24.34,6.74,3.61,35.94,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000595,dublin_edge,Pizza Hut,True,DRV-0108,Driver 108,34.44,4.74,7.26,32.56,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000596,clintonville,Iron Grill BBQ & Breakfast,True,DRV-0064,Driver 64,27.0,5.53,4.88,27.79,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000597,short_north,Awadh India Restaurant,True,DRV-0131,Driver 131,26.45,4.68,5.65,30.71,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000598,beechwold,Pizza Hut,True,DRV-0139,Driver 139,36.45,6.51,5.6,29.09,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000599,dublin_edge,Pizza Hut,True,DRV-0108,Driver 108,42.65,5.34,7.98,24.36,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000600,osu,Kroger,True,DRV-0007,Driver 7,28.48,5.82,4.89,22.04,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000601,clintonville,Kroger,True,DRV-0064,Driver 64,39.22,4.65,8.44,25.75,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000602,short_north,Starbucks,True,DRV-0131,Driver 131,40.81,4.52,9.02,28.12,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000603,short_north,Kroger,True,DRV-0131,Driver 131,34.62,4.13,8.39,16.15,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000604,short_north,Awadh India Restaurant,True,DRV-0131,Driver 131,42.62,5.05,8.44,22.79,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000605,clintonville,Awadh India Restaurant,True,DRV-0064,Driver 64,37.08,3.73,9.95,36.66,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000606,clintonville,Wendy's,True,DRV-0064,Driver 64,40.83,4.26,9.58,22.89,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000607,osu,Chipotle,True,DRV-0007,Driver 7,36.49,4.5,8.1,29.6,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000608,clintonville,Pizza Hut,True,DRV-0064,Driver 64,39.55,3.96,9.98,25.59,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000609,short_north,Starbucks,True,DRV-0131,Driver 131,41.1,5.39,7.62,28.3,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000610,worthington,Awadh India Restaurant,True,DRV-0108,Driver 108,47.81,5.21,9.17,22.42,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000611,worthington,Wendy's,True,DRV-0108,Driver 108,39.65,6.66,5.95,27.46,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000612,beechwold,Kroger,True,DRV-0139,Driver 139,42.18,5.41,7.79,41.47,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000613,clintonville,McDonald's,True,DRV-0064,Driver 64,22.7,5.4,4.2,29.11,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000614,worthington,Kroger,True,DRV-0108,Driver 108,28.37,5.07,5.6,19.6,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000615,worthington,McDonald's,True,DRV-0108,Driver 108,53.31,5.05,10.55,24.66,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000616,worthington,Ritzy's,True,DRV-0108,Driver 108,37.6,6.76,5.56,30.88,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000617,clintonville,McDonald's,True,DRV-0064,Driver 64,33.01,3.92,8.43,28.05,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000618,osu,Starbucks,True,DRV-0007,Driver 7,42.44,4.47,9.5,22.13,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000619,short_north,Awadh India Restaurant,True,DRV-0131,Driver 131,41.48,4.15,10.0,25.56,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000620,ua_edge,Starbucks,True,DRV-0034,Driver 34,31.94,4.82,6.63,14.17,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000621,short_north,Pizza Hut,True,DRV-0131,Driver 131,32.76,5.13,6.38,25.72,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000622,short_north,Pizza Hut,True,DRV-0131,Driver 131,33.68,6.07,5.55,30.86,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000623,clintonville,Starbucks,True,DRV-0064,Driver 64,39.01,4.5,8.67,28.57,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000624,beechwold,McDonald's,True,DRV-0139,Driver 139,26.65,6.18,4.31,27.93,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000625,beechwold,Kroger,True,DRV-0139,Driver 139,32.41,6.34,5.11,41.31,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000626,osu,Awadh India Restaurant,True,DRV-0007,Driver 7,46.85,5.39,8.7,32.76,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000627,clintonville,Starbucks,True,DRV-0064,Driver 64,35.32,4.96,7.12,33.03,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000628,worthington,Chipotle,True,DRV-0108,Driver 108,29.35,5.94,4.94,28.61,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000629,worthington,Taco Bell,True,DRV-0108,Driver 108,39.64,4.9,8.09,26.18,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000630,short_north,Iron Grill BBQ & Breakfast,True,DRV-0131,Driver 131,33.29,4.85,6.86,36.14,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000631,short_north,Kroger,True,DRV-0131,Driver 131,40.69,4.24,9.59,29.67,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000632,dublin_edge,Wendy's,True,DRV-0108,Driver 108,31.79,4.98,6.38,25.46,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000633,short_north,Pizza Hut,True,DRV-0131,Driver 131,35.96,5.77,6.23,31.84,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000634,clintonville,Pizza Hut,True,DRV-0064,Driver 64,38.4,4.65,8.26,37.58,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000635,ua_edge,Starbucks,True,DRV-0034,Driver 34,32.8,4.36,7.52,27.94,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000636,worthington,Awadh India Restaurant,True,DRV-0108,Driver 108,37.83,6.27,6.03,32.78,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000637,worthington,Chipotle,True,DRV-0108,Driver 108,43.35,6.25,6.94,27.73,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000638,worthington,Ritzy's,True,DRV-0108,Driver 108,33.09,7.07,4.68,20.36,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000639,northland,Pizza Hut,True,DRV-0017,Driver 17,36.78,4.59,8.01,42.2,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000640,clintonville,Iron Grill BBQ & Breakfast,True,DRV-0064,Driver 64,33.48,5.83,5.74,35.13,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000641,beechwold,Taco Bell,True,DRV-0139,Driver 139,39.26,5.46,7.19,29.29,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000642,osu,Awadh India Restaurant,True,DRV-0007,Driver 7,37.51,4.98,7.53,32.3,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000643,clintonville,Taco Bell,True,DRV-0064,Driver 64,34.43,4.4,7.82,24.57,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000644,worthington,Taco Bell,True,DRV-0108,Driver 108,39.23,5.22,7.51,37.23,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000645,clintonville,Taco Bell,True,DRV-0064,Driver 64,33.91,4.86,6.98,41.29,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000646,clintonville,Taco Bell,True,DRV-0064,Driver 64,25.44,4.63,5.5,22.88,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000647,clintonville,McDonald's,True,DRV-0064,Driver 64,26.8,5.01,5.35,28.19,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000648,osu,Wendy's,True,DRV-0007,Driver 7,39.77,5.12,7.77,38.09,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000649,worthington,Iron Grill BBQ & Breakfast,True,DRV-0108,Driver 108,34.87,5.42,6.43,33.92,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000650,beechwold,Taco Bell,True,DRV-0139,Driver 139,29.73,7.06,4.21,26.09,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000651,clintonville,Ritzy's,True,DRV-0064,Driver 64,23.48,5.32,4.41,25.1,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000652,beechwold,Awadh India Restaurant,True,DRV-0139,Driver 139,30.23,7.08,4.27,27.71,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000653,short_north,Wendy's,True,DRV-0131,Driver 131,27.96,4.8,5.83,22.82,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000654,northland,Taco Bell,True,DRV-0017,Driver 17,30.58,5.31,5.76,20.24,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000655,clintonville,Iron Grill BBQ & Breakfast,True,DRV-0064,Driver 64,31.83,5.42,5.87,39.18,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000656,worthington,Taco Bell,True,DRV-0108,Driver 108,40.31,4.73,8.52,31.74,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000657,northland,Wendy's,True,DRV-0017,Driver 17,36.05,4.18,8.62,19.87,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000658,clintonville,McDonald's,True,DRV-0064,Driver 64,33.94,4.4,7.72,20.67,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000659,osu,McDonald's,True,DRV-0007,Driver 7,37.65,5.16,7.3,31.16,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000660,short_north,Kroger,True,DRV-0131,Driver 131,21.77,6.06,3.59,31.84,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000661,ua_edge,Pizza Hut,True,DRV-0034,Driver 34,43.49,4.71,9.24,35.99,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000662,clintonville,Awadh India Restaurant,True,DRV-0064,Driver 64,28.49,5.39,5.29,38.41,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000663,osu,Pizza Hut,True,DRV-0007,Driver 7,42.44,5.79,7.33,30.95,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000664,northland,Kroger,True,DRV-0017,Driver 17,34.82,4.09,8.52,21.58,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000665,beechwold,Taco Bell,True,DRV-0139,Driver 139,36.71,5.55,6.62,33.81,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000666,dublin_edge,Awadh India Restaurant,True,DRV-0108,Driver 108,40.28,5.27,7.64,31.59,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000667,northland,Starbucks,True,DRV-0017,Driver 17,28.27,6.05,4.67,24.86,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000668,osu,Starbucks,True,DRV-0007,Driver 7,26.65,7.42,3.59,19.46,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000669,osu,Taco Bell,True,DRV-0007,Driver 7,31.96,6.06,5.27,32.45,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000670,short_north,Pizza Hut,True,DRV-0131,Driver 131,26.39,7.58,3.48,24.02,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000671,short_north,Ritzy's,True,DRV-0131,Driver 131,33.17,5.41,6.13,21.41,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000672,northland,Starbucks,True,DRV-0017,Driver 17,38.4,4.93,7.79,33.47,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000673,beechwold,Wendy's,True,DRV-0139,Driver 139,38.39,5.18,7.41,38.57,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000674,osu,Kroger,True,DRV-0007,Driver 7,38.68,5.14,7.53,32.38,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000675,short_north,Wendy's,True,DRV-0131,Driver 131,25.36,6.13,4.14,25.21,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000676,clintonville,Iron Grill BBQ & Breakfast,True,DRV-0064,Driver 64,37.96,3.95,9.62,40.3,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000677,osu,Awadh India Restaurant,True,DRV-0007,Driver 7,46.47,5.82,7.99,31.8,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000678,ua_edge,Taco Bell,True,DRV-0034,Driver 34,46.43,5.81,7.99,37.11,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000679,osu,Awadh India Restaurant,True,DRV-0007,Driver 7,46.7,4.8,9.73,33.39,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000680,beechwold,Ritzy's,True,DRV-0139,Driver 139,52.64,5.13,10.26,31.86,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000681,northland,Awadh India Restaurant,True,DRV-0017,Driver 17,35.31,5.23,6.75,34.29,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000682,short_north,Ritzy's,True,DRV-0131,Driver 131,31.79,5.99,5.31,28.07,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000683,northland,Starbucks,True,DRV-0017,Driver 17,43.44,4.89,8.89,31.56,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000684,beechwold,Iron Grill BBQ & Breakfast,True,DRV-0139,Driver 139,44.21,4.92,8.98,24.6,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000685,ua_edge,Wendy's,True,DRV-0034,Driver 34,28.68,4.85,5.91,37.77,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000686,ua_edge,Iron Grill BBQ & Breakfast,True,DRV-0034,Driver 34,41.7,4.37,9.54,36.87,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000687,dublin_edge,Wendy's,True,DRV-0108,Driver 108,38.02,4.93,7.71,30.55,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000688,clintonville,Starbucks,True,DRV-0064,Driver 64,34.99,5.21,6.71,23.64,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000689,beechwold,Pizza Hut,True,DRV-0139,Driver 139,31.92,4.96,6.43,23.46,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000690,dublin_edge,Iron Grill BBQ & Breakfast,True,DRV-0108,Driver 108,28.19,4.59,6.14,24.87,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000691,osu,Awadh India Restaurant,True,DRV-0007,Driver 7,49.44,4.53,10.92,25.93,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000692,clintonville,Ritzy's,True,DRV-0064,Driver 64,28.43,4.13,6.89,22.44,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000693,worthington,Taco Bell,True,DRV-0108,Driver 108,44.39,4.75,9.34,27.52,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000694,worthington,Chipotle,True,DRV-0108,Driver 108,33.63,6.09,5.52,32.71,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000695,worthington,Awadh India Restaurant,True,DRV-0108,Driver 108,38.56,4.18,9.22,24.75,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000696,worthington,Iron Grill BBQ & Breakfast,True,DRV-0108,Driver 108,31.87,6.94,4.59,27.38,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000697,clintonville,Taco Bell,True,DRV-0064,Driver 64,30.32,5.47,5.54,43.6,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000698,beechwold,Chipotle,True,DRV-0139,Driver 139,30.83,5.08,6.07,25.7,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000699,short_north,McDonald's,True,DRV-0131,Driver 131,43.71,5.68,7.7,23.74,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000700,worthington,Starbucks,True,DRV-0108,Driver 108,35.44,6.33,5.6,36.06,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000701,beechwold,Iron Grill BBQ & Breakfast,True,DRV-0139,Driver 139,30.65,5.64,5.43,29.36,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000702,worthington,Chipotle,True,DRV-0108,Driver 108,35.4,5.22,6.78,22.28,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000703,osu,McDonald's,True,DRV-0007,Driver 7,31.55,4.82,6.54,26.28,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000704,northland,Chipotle,True,DRV-0017,Driver 17,38.72,4.9,7.91,29.62,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000705,dublin_edge,Pizza Hut,True,DRV-0108,Driver 108,40.58,4.88,8.31,38.12,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000706,osu,Starbucks,True,DRV-0007,Driver 7,40.46,6.26,6.46,27.67,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000707,osu,McDonald's,True,DRV-0007,Driver 7,25.5,5.27,4.84,31.36,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000708,clintonville,Kroger,True,DRV-0064,Driver 64,31.26,3.59,8.7,23.16,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
ORD-000709,clintonville,Chipotle,True,DRV-0064,Driver 64,31.24,4.23,7.38,36.03,assigned,best_driver_selected_by_fairness_first_dispatch,1.8
